wl[micrometers],n
2.145E-1,1.293E+0
2.149E-1,1.303E+0
2.153E-1,1.312E+0
2.156E-1,1.322E+0
2.160E-1,1.332E+0
2.164E-1,1.341E+0
2.168E-1,1.350E+0
2.171E-1,1.358E+0
2.175E-1,1.366E+0
2.179E-1,1.375E+0
2.183E-1,1.382E+0
2.187E-1,1.389E+0
2.191E-1,1.396E+0
2.194E-1,1.402E+0
2.198E-1,1.408E+0
2.202E-1,1.414E+0
2.206E-1,1.420E+0
2.210E-1,1.425E+0
2.214E-1,1.429E+0
2.218E-1,1.433E+0
2.222E-1,1.437E+0
2.226E-1,1.440E+0
2.230E-1,1.444E+0
2.234E-1,1.446E+0
2.238E-1,1.449E+0
2.242E-1,1.451E+0
2.246E-1,1.453E+0
2.250E-1,1.455E+0
2.254E-1,1.456E+0
2.258E-1,1.457E+0
2.262E-1,1.458E+0
2.267E-1,1.459E+0
2.271E-1,1.459E+0
2.275E-1,1.460E+0
2.279E-1,1.460E+0
2.283E-1,1.460E+0
2.288E-1,1.460E+0
2.292E-1,1.460E+0
2.296E-1,1.459E+0
2.300E-1,1.459E+0
2.305E-1,1.459E+0
2.309E-1,1.458E+0
2.313E-1,1.457E+0
2.317E-1,1.457E+0
2.322E-1,1.456E+0
2.326E-1,1.456E+0
2.331E-1,1.455E+0
2.335E-1,1.455E+0
2.339E-1,1.454E+0
2.344E-1,1.453E+0
2.348E-1,1.453E+0
2.353E-1,1.452E+0
2.357E-1,1.452E+0
2.362E-1,1.451E+0
2.366E-1,1.451E+0
2.371E-1,1.450E+0
2.375E-1,1.450E+0
2.380E-1,1.450E+0
2.384E-1,1.450E+0
2.389E-1,1.450E+0
2.394E-1,1.450E+0
2.398E-1,1.450E+0
2.403E-1,1.450E+0
2.407E-1,1.451E+0
2.412E-1,1.451E+0
2.417E-1,1.452E+0
2.422E-1,1.453E+0
2.426E-1,1.454E+0
2.431E-1,1.455E+0
2.436E-1,1.456E+0
2.441E-1,1.457E+0
2.445E-1,1.459E+0
2.450E-1,1.461E+0
2.455E-1,1.463E+0
2.460E-1,1.465E+0
2.465E-1,1.467E+0
2.470E-1,1.470E+0
2.475E-1,1.472E+0
2.480E-1,1.475E+0
2.485E-1,1.478E+0
2.490E-1,1.481E+0
2.495E-1,1.485E+0
2.500E-1,1.489E+0
2.505E-1,1.493E+0
2.510E-1,1.497E+0
2.515E-1,1.502E+0
2.520E-1,1.506E+0
2.525E-1,1.511E+0
2.530E-1,1.516E+0
2.535E-1,1.522E+0
2.541E-1,1.527E+0
2.546E-1,1.534E+0
2.551E-1,1.540E+0
2.556E-1,1.546E+0
2.562E-1,1.553E+0
2.567E-1,1.560E+0
2.572E-1,1.568E+0
2.578E-1,1.575E+0
2.583E-1,1.583E+0
2.588E-1,1.592E+0
2.594E-1,1.600E+0
2.599E-1,1.609E+0
2.605E-1,1.618E+0
2.610E-1,1.627E+0
2.616E-1,1.637E+0
2.621E-1,1.647E+0
2.627E-1,1.657E+0
2.632E-1,1.667E+0
2.638E-1,1.678E+0
2.644E-1,1.689E+0
2.649E-1,1.701E+0
2.655E-1,1.712E+0
2.661E-1,1.724E+0
2.666E-1,1.737E+0
2.672E-1,1.749E+0
2.678E-1,1.762E+0
2.684E-1,1.776E+0
2.689E-1,1.791E+0
2.695E-1,1.806E+0
2.701E-1,1.822E+0
2.707E-1,1.839E+0
2.713E-1,1.857E+0
2.719E-1,1.876E+0
2.725E-1,1.898E+0
2.731E-1,1.921E+0
2.737E-1,1.947E+0
2.743E-1,1.975E+0
2.749E-1,2.006E+0
2.755E-1,2.041E+0
2.761E-1,2.079E+0
2.768E-1,2.120E+0
2.774E-1,2.166E+0
2.780E-1,2.216E+0
2.786E-1,2.270E+0
2.792E-1,2.329E+0
2.799E-1,2.391E+0
2.805E-1,2.457E+0
2.811E-1,2.527E+0
2.818E-1,2.600E+0
2.824E-1,2.676E+0
2.831E-1,2.754E+0
2.837E-1,2.833E+0
2.844E-1,2.913E+0
2.850E-1,2.993E+0
2.857E-1,3.073E+0
2.863E-1,3.152E+0
2.870E-1,3.228E+0
2.877E-1,3.302E+0
2.883E-1,3.372E+0
2.890E-1,3.439E+0
2.897E-1,3.501E+0
2.904E-1,3.559E+0
2.910E-1,3.613E+0
2.917E-1,3.661E+0
2.924E-1,3.704E+0
2.931E-1,3.742E+0
2.938E-1,3.776E+0
2.945E-1,3.805E+0
2.952E-1,3.829E+0
2.959E-1,3.850E+0
2.966E-1,3.867E+0
2.973E-1,3.882E+0
2.980E-1,3.893E+0
2.988E-1,3.903E+0
2.995E-1,3.910E+0
3.002E-1,3.916E+0
3.009E-1,3.921E+0
3.017E-1,3.925E+0
3.024E-1,3.929E+0
3.031E-1,3.932E+0
3.039E-1,3.935E+0
3.046E-1,3.938E+0
3.054E-1,3.941E+0
3.061E-1,3.944E+0
3.069E-1,3.947E+0
3.077E-1,3.950E+0
3.084E-1,3.953E+0
3.092E-1,3.957E+0
3.100E-1,3.960E+0
3.107E-1,3.963E+0
3.115E-1,3.967E+0
3.123E-1,3.970E+0
3.131E-1,3.973E+0
3.139E-1,3.977E+0
3.147E-1,3.980E+0
3.155E-1,3.983E+0
3.163E-1,3.986E+0
3.171E-1,3.989E+0
3.179E-1,3.992E+0
3.187E-1,3.994E+0
3.195E-1,3.997E+0
3.204E-1,3.999E+0
3.212E-1,4.002E+0
3.220E-1,4.004E+0
3.229E-1,4.006E+0
3.237E-1,4.008E+0
3.246E-1,4.010E+0
3.254E-1,4.011E+0
3.263E-1,4.013E+0
3.271E-1,4.015E+0
3.280E-1,4.016E+0
3.289E-1,4.018E+0
3.297E-1,4.019E+0
3.306E-1,4.020E+0
3.315E-1,4.022E+0
3.324E-1,4.023E+0
3.333E-1,4.024E+0
3.342E-1,4.025E+0
3.351E-1,4.026E+0
3.360E-1,4.028E+0
3.369E-1,4.029E+0
3.378E-1,4.030E+0
3.388E-1,4.031E+0
3.397E-1,4.033E+0
3.406E-1,4.034E+0
3.416E-1,4.036E+0
3.425E-1,4.037E+0
3.434E-1,4.039E+0
3.444E-1,4.041E+0
3.454E-1,4.043E+0
3.463E-1,4.045E+0
3.473E-1,4.047E+0
3.483E-1,4.050E+0
3.493E-1,4.053E+0
3.502E-1,4.056E+0
3.512E-1,4.059E+0
3.522E-1,4.063E+0
3.532E-1,4.067E+0
3.542E-1,4.071E+0
3.553E-1,4.076E+0
3.563E-1,4.081E+0
3.573E-1,4.086E+0
3.583E-1,4.092E+0
3.594E-1,4.098E+0
3.604E-1,4.104E+0
3.615E-1,4.111E+0
3.625E-1,4.117E+0
3.636E-1,4.124E+0
3.647E-1,4.131E+0
3.657E-1,4.138E+0
3.668E-1,4.144E+0
3.679E-1,4.151E+0
3.690E-1,4.157E+0
3.701E-1,4.163E+0
3.712E-1,4.168E+0
3.723E-1,4.173E+0
3.734E-1,4.177E+0
3.746E-1,4.181E+0
3.757E-1,4.184E+0
3.769E-1,4.187E+0
3.780E-1,4.189E+0
3.792E-1,4.191E+0
3.803E-1,4.194E+0
3.815E-1,4.196E+0
3.827E-1,4.199E+0
3.839E-1,4.202E+0
3.850E-1,4.204E+0
3.862E-1,4.206E+0
3.875E-1,4.208E+0
3.887E-1,4.210E+0
3.899E-1,4.211E+0
3.911E-1,4.211E+0
3.924E-1,4.211E+0
3.936E-1,4.209E+0
3.949E-1,4.207E+0
3.961E-1,4.205E+0
3.974E-1,4.201E+0
3.987E-1,4.197E+0
3.999E-1,4.192E+0
4.012E-1,4.187E+0
4.025E-1,4.181E+0
4.039E-1,4.175E+0
4.052E-1,4.168E+0
4.065E-1,4.161E+0
4.078E-1,4.154E+0
4.092E-1,4.147E+0
4.105E-1,4.140E+0
4.119E-1,4.133E+0
4.133E-1,4.126E+0
4.147E-1,4.119E+0
4.161E-1,4.113E+0
4.175E-1,4.107E+0
4.189E-1,4.101E+0
4.203E-1,4.096E+0
4.217E-1,4.091E+0
4.232E-1,4.086E+0
4.246E-1,4.082E+0
4.261E-1,4.079E+0
4.275E-1,4.076E+0
4.290E-1,4.073E+0
4.305E-1,4.071E+0
4.320E-1,4.070E+0
4.335E-1,4.069E+0
4.350E-1,4.068E+0
4.366E-1,4.069E+0
4.381E-1,4.069E+0
4.397E-1,4.071E+0
4.412E-1,4.072E+0
4.428E-1,4.075E+0
4.444E-1,4.077E+0
4.460E-1,4.081E+0
4.476E-1,4.084E+0
4.492E-1,4.089E+0
4.509E-1,4.094E+0
4.525E-1,4.099E+0
4.542E-1,4.105E+0
4.558E-1,4.111E+0
4.575E-1,4.117E+0
4.592E-1,4.125E+0
4.609E-1,4.132E+0
4.626E-1,4.140E+0
4.644E-1,4.149E+0
4.661E-1,4.158E+0
4.679E-1,4.167E+0
4.696E-1,4.177E+0
4.714E-1,4.188E+0
4.732E-1,4.199E+0
4.750E-1,4.210E+0
4.769E-1,4.222E+0
4.787E-1,4.235E+0
4.806E-1,4.248E+0
4.824E-1,4.261E+0
4.843E-1,4.276E+0
4.862E-1,4.290E+0
4.881E-1,4.306E+0
4.901E-1,4.322E+0
4.920E-1,4.339E+0
4.940E-1,4.357E+0
4.959E-1,4.376E+0
4.979E-1,4.395E+0
4.999E-1,4.416E+0
5.020E-1,4.439E+0
5.040E-1,4.463E+0
5.061E-1,4.488E+0
5.081E-1,4.516E+0
5.102E-1,4.546E+0
5.123E-1,4.578E+0
5.145E-1,4.613E+0
5.166E-1,4.650E+0
5.188E-1,4.690E+0
5.209E-1,4.731E+0
5.231E-1,4.775E+0
5.254E-1,4.820E+0
5.276E-1,4.865E+0
5.298E-1,4.910E+0
5.321E-1,4.953E+0
5.344E-1,4.996E+0
5.367E-1,5.035E+0
5.391E-1,5.072E+0
5.414E-1,5.105E+0
5.438E-1,5.134E+0
5.462E-1,5.160E+0
5.486E-1,5.183E+0
5.510E-1,5.202E+0
5.535E-1,5.219E+0
5.560E-1,5.236E+0
5.585E-1,5.252E+0
5.610E-1,5.270E+0
5.636E-1,5.292E+0
5.661E-1,5.319E+0
5.687E-1,5.353E+0
5.714E-1,5.396E+0
5.740E-1,5.446E+0
5.767E-1,5.504E+0
5.794E-1,5.564E+0
5.821E-1,5.625E+0
5.848E-1,5.680E+0
5.876E-1,5.725E+0
5.904E-1,5.758E+0
5.932E-1,5.778E+0
5.961E-1,5.785E+0
5.990E-1,5.780E+0
6.019E-1,5.766E+0
6.048E-1,5.745E+0
6.078E-1,5.719E+0
6.108E-1,5.690E+0
6.138E-1,5.660E+0
6.168E-1,5.628E+0
6.199E-1,5.596E+0
6.230E-1,5.564E+0
6.262E-1,5.532E+0
6.294E-1,5.500E+0
6.326E-1,5.468E+0
6.358E-1,5.437E+0
6.391E-1,5.407E+0
6.424E-1,5.377E+0
6.458E-1,5.348E+0
6.491E-1,5.319E+0
6.525E-1,5.292E+0
6.560E-1,5.265E+0
6.595E-1,5.239E+0
6.630E-1,5.214E+0
6.666E-1,5.190E+0
6.702E-1,5.167E+0
6.738E-1,5.144E+0
6.775E-1,5.122E+0
6.812E-1,5.101E+0
6.850E-1,5.081E+0
6.888E-1,5.061E+0
6.926E-1,5.041E+0
6.965E-1,5.022E+0
7.005E-1,5.004E+0
7.045E-1,4.986E+0
7.085E-1,4.969E+0
7.126E-1,4.951E+0
7.167E-1,4.935E+0
7.208E-1,4.918E+0
7.251E-1,4.902E+0
7.293E-1,4.887E+0
7.336E-1,4.871E+0
7.380E-1,4.856E+0
7.424E-1,4.841E+0
7.469E-1,4.827E+0
7.514E-1,4.812E+0
7.560E-1,4.798E+0
7.606E-1,4.785E+0
7.653E-1,4.771E+0
7.701E-1,4.758E+0
7.749E-1,4.745E+0
7.798E-1,4.733E+0
7.847E-1,4.721E+0
7.897E-1,4.708E+0
7.948E-1,4.697E+0
7.999E-1,4.685E+0
8.051E-1,4.674E+0
8.104E-1,4.663E+0
8.157E-1,4.652E+0
8.211E-1,4.641E+0
8.266E-1,4.631E+0
8.321E-1,4.621E+0
8.377E-1,4.611E+0
8.434E-1,4.601E+0
8.492E-1,4.591E+0
8.551E-1,4.582E+0
8.610E-1,4.573E+0
8.670E-1,4.564E+0
8.731E-1,4.555E+0
8.793E-1,4.546E+0
8.856E-1,4.538E+0
8.920E-1,4.530E+0
8.984E-1,4.522E+0
9.050E-1,4.514E+0
9.116E-1,4.506E+0
9.184E-1,4.499E+0
9.253E-1,4.492E+0
9.322E-1,4.484E+0
9.393E-1,4.477E+0
9.464E-1,4.470E+0
9.537E-1,4.464E+0
9.611E-1,4.457E+0
9.686E-1,4.450E+0
9.763E-1,4.444E+0
9.840E-1,4.438E+0
9.919E-1,4.432E+0
9.999E-1,4.426E+0
1.008E+0,4.420E+0
1.016E+0,4.414E+0
1.025E+0,4.408E+0
1.033E+0,4.403E+0
1.042E+0,4.397E+0
1.051E+0,4.392E+0
1.060E+0,4.387E+0
1.069E+0,4.382E+0
1.078E+0,4.377E+0
1.088E+0,4.372E+0
1.097E+0,4.368E+0
1.107E+0,4.364E+0
1.117E+0,4.360E+0
1.127E+0,4.355E+0
1.137E+0,4.350E+0
1.148E+0,4.344E+0
1.159E+0,4.337E+0
1.170E+0,4.331E+0
1.181E+0,4.326E+0
1.192E+0,4.320E+0
1.204E+0,4.315E+0
1.216E+0,4.310E+0
1.228E+0,4.306E+0
1.240E+0,4.301E+0
1.252E+0,4.296E+0
1.265E+0,4.292E+0
1.278E+0,4.287E+0
1.292E+0,4.283E+0
1.305E+0,4.279E+0
1.319E+0,4.275E+0
1.333E+0,4.271E+0
1.348E+0,4.267E+0
1.362E+0,4.263E+0
1.378E+0,4.259E+0
1.393E+0,4.256E+0
1.409E+0,4.253E+0
1.425E+0,4.249E+0
1.442E+0,4.246E+0
1.459E+0,4.244E+0
1.476E+0,4.242E+0
1.494E+0,4.241E+0
1.512E+0,4.243E+0
1.531E+0,4.249E+0
1.550E+0,4.250E+0
1.569E+0,4.234E+0
1.590E+0,4.216E+0
1.610E+0,4.204E+0
1.631E+0,4.194E+0
1.653E+0,4.186E+0
1.675E+0,4.178E+0
1.698E+0,4.171E+0
1.722E+0,4.164E+0
1.746E+0,4.158E+0
1.771E+0,4.152E+0
1.797E+0,4.146E+0
1.823E+0,4.141E+0
1.851E+0,4.136E+0
1.879E+0,4.131E+0
1.907E+0,4.126E+0
1.937E+0,4.122E+0
1.968E+0,4.117E+0
2.000E+0,4.113E+0
2.033E+0,4.109E+0
2.066E+0,4.105E+0
2.101E+0,4.101E+0
2.138E+0,4.097E+0
2.175E+0,4.094E+0
2.214E+0,4.090E+0
2.254E+0,4.087E+0
2.296E+0,4.083E+0
2.339E+0,4.080E+0
2.384E+0,4.077E+0
2.431E+0,4.074E+0
2.480E+0,4.071E+0
